milhas_por_ano,ano_do_modelo,preco,vendido
10769,2007,67182.73,yes
14739,2005,90403.36,yes
16594,2004,97581.38,no
15494,2000,36097.73,yes
13444,2000,27203.61,yes
10061,2001,45955.15,yes
17576,1999,24267.16,yes
11936,2008,98962.37,no
16743,2004,96558.37,no
17297,2007,66044.65,no
17911,2004,75420.39,no
18430,2005,84528.51,no
6251,2007,83361.13,no
23060,2005,41559.47,yes
13542,1998,63754.23,yes
15590,2001,66313.92,yes
16455,1998,29496.83,yes
7654,2002,13360.55,yes
12549,1999,90064.6,yes
6172,2005,95105.47,yes
8444,1998,58825.09,yes
15919,2008,44427.39,yes
16352,2008,95683.94,no
11734,2005,23322.97,yes
10815,1999,64415.01,yes
24506,1999,91959.09,no
8744,2009,71021.25,no
17204,2006,54510.11,yes
17498,2000,91130.74,no
26315,2012,63578.49,no
5481,1999,30312.14,yes
9699,1998,81732.27,yes
17376,2007,112389.23,yes
10342,2009,86982.1,yes
17323,2007,48812.38,yes
23139,2004,29527.02,yes
10688,2010,48880.11,no
26332,2009,58764.43,yes
6222,2003,100352.6,yes
22271,2007,62426.55,no
12470,2003,84852.82,yes
11305,2000,80719.24,no
19398,2011,95981.53,no
6898,2008,37362.07,yes
12806,2005,25774.88,yes
8842,2003,81036.07,no
9638,2004,46095.6,yes
12809,2000,64190.14,yes
10089,2008,78324.7,no
20257,1998,64925.08,no
13774,2006,76602.2,no
14725,2000,49046.15,yes
12974,2001,36125.22,yes
15246,2010,42443.65,yes
16022,2001,99192.02,no
6764,2000,79199.15,no
10315,2001,28187.24,yes
8527,2003,27429.87,yes
18985,2006,67640.03,no
6605,1998,47560.87,no
12245,2005,59095.23,yes
18957,2009,78884.25,no
21583,2007,34366.22,yes
18296,2002,28578.93,yes
13221,1999,79485.96,yes
8275,1998,55226.23,yes
10044,2001,25500.57,yes
8830,2002,33079.8,yes
9228,1999,77326.95,no
16146,2001,93848.4,no
14736,2007,58888.09,yes
17043,2006,32140.47,yes
12022,2010,73859.64,yes
9811,2002,41785.06,no
10473,2004,72859.68,no
10701,2003,34868.28,yes
19297,2006,73257.92,no
9915,2011,79400.66,yes
21607,2010,63985.94,no
23571,2002,74323.22,no
15458,1999,40191.47,no
9395,2003,99647.05,no
15913,2006,80022.65,no
8399,2005,94490.01,no
10176,2006,27764.82,yes
9924,1998,36050.43,yes
13294,2006,60764.76,no
22299,2002,65568.22,no
25665,2009,94773.48,no
16668,1998,17360.59,yes
15165,1998,37481.14,yes
5729,2008,60887.7,yes
14918,2004,21947.44,yes
9596,2007,44618.39,yes
11041,2006,55139.35,yes
16980,2004,86572.5,no
10852,2007,95394.79,no
10968,2002,59442.06,yes
19317,2004,85701.08,no
14706,2002,69550.62,yes
10907,2002,32691.13,yes
17108,1999,37193.56,yes
25793,2000,54899.62,no
8639,2010,33924.26,yes
16633,2010,57401.35,no
9635,2000,53493.82,yes
18366,2001,102767.36,yes
25516,2004,83418.99,yes
12373,2005,86802.77,no
19124,2007,47123.84,yes
16023,1999,41707.94,yes
9945,2004,99353.75,no
17202,2009,95171.19,no
9866,2011,88258.61,yes
15473,1999,25725.57,yes
12492,2004,67318.22,yes
19428,2006,99664.11,no
14535,2000,40928.68,yes
5942,2000,92865.06,yes
22539,1999,12153.16,yes
22033,2008,86057.28,yes
18446,2002,81600.78,no
16369,2009,54050.83,yes
23797,2002,31392.41,yes
6507,2007,103115.06,yes
18784,2011,88417.94,no
20129,2000,66698.77,no
15778,2005,52146.83,yes
10301,2000,75672.57,no
24409,2000,28161.66,yes
11355,2001,69759.73,yes
16468,1999,50529.7,yes
11790,2008,56938.16,yes
23882,2001,94794.53,no
10220,2005,55447.75,yes
11531,2001,41084.32,yes
10953,2003,72676.71,yes
10160,2011,41968.11,yes
19453,2012,98635.09,no
15035,2010,53296.32,yes
9100,2009,83143.74,yes
12720,2011,90751.0,yes
8367,2002,101407.26,no
6379,2000,41497.36,no
13390,2015,112299.47,yes
12589,1998,75026.36,yes
26246,2008,30874.49,yes
15322,2000,59053.45,yes
23952,2008,43349.91,yes
7794,2006,111899.75,yes
12071,2013,89307.42,yes
7829,2001,66886.18,no
8093,2006,50019.26,no
11756,1998,77527.6,no
8088,2009,92525.19,no
13885,2013,89139.14,no
14063,2003,38304.17,yes
8463,1998,54925.8,yes
10592,2004,61886.35,yes
8880,1999,109257.03,no
8971,2008,90359.53,no
22478,2009,65637.49,no
16570,2008,45233.72,no
26657,2006,51939.54,yes
10200,2009,63913.57,no
11975,2000,89030.78,no
13421,1998,91648.32,yes
12492,2001,12845.18,yes
11945,2000,54973.17,no
7735,2013,35421.7,yes
22673,2000,71449.91,no
11812,2006,68574.06,yes
21934,2009,60070.34,no
10935,2006,42329.28,yes
12905,2000,63514.43,yes
7880,2007,61048.63,no
10314,2012,82596.02,yes
9254,2007,29428.86,yes
7638,2001,90980.41,no
10223,1999,35668.59,yes
16205,2012,73437.46,no
13363,2006,22628.07,yes
20785,2006,37973.8,yes
6970,2002,31688.25,yes
10468,1999,99033.02,no
11515,2009,53867.24,no
15658,2008,88218.34,no
10825,1999,69749.41,no
10905,2014,98271.65,yes
22830,1999,75579.06,no
9211,2014,36252.0,yes
24950,1998,25715.71,yes
22314,2007,50444.58,yes
14917,2011,31936.25,yes
15079,2002,31094.21,yes
11234,2003,81370.36,yes
9463,2014,100105.76,yes
12181,2000,68343.93,no
10924,2010,77424.73,no
11502,1999,35040.08,yes
13881,1999,72157.99,yes
14903,2004,43379.26,yes
8385,1998,70499.65,no
10864,2008,60123.85,no
8175,2014,66598.07,no
13707,1999,59917.08,yes
9224,2005,65633.06,no
15408,1998,28940.03,yes
10771,2010,70144.83,yes
18902,2014,80677.06,yes
12653,2008,100025.87,yes
8554,2015,58341.43,yes
6301,2000,61530.9,no
12429,2014,82272.71,yes
21333,1998,79310.59,no
9223,2008,52672.79,yes
11287,2006,48538.61,yes
18688,1999,72616.11,no
11136,2009,52324.83,yes
9591,2011,65715.37,no
16411,2003,69714.85,no
25666,2004,37484.3,yes
10466,1999,84118.46,no
17301,1998,50638.68,no
10826,2004,55410.69,yes
15209,1998,17847.04,yes
12293,2006,43827.21,yes
22922,2008,84951.05,no
11722,2003,104952.87,yes
9300,2007,47161.7,yes
11021,2006,107063.46,no
24402,2002,16313.37,yes
13005,2000,19194.99,yes
19679,1998,81931.54,no
4833,1999,67158.01,yes
9616,1998,65151.05,yes
9366,2006,35610.36,yes
14022,2000,104893.88,no
20165,2002,64482.44,no
12503,2007,64878.6,yes
7336,2000,63668.73,no
16978,2004,17741.13,yes
12310,2004,55233.45,yes
15584,2000,96340.08,no
13153,2011,85908.82,yes
18946,1998,76519.54,no
13667,1998,50744.12,yes
10835,2001,55896.26,yes
11804,2001,49453.29,yes
14437,2001,101133.54,yes
12906,2010,84524.0,no
18211,2011,78444.37,no
16509,2002,60268.95,no
15995,2005,74453.36,no
5741,1999,82407.13,no
22685,2001,62244.07,no
20777,2004,48042.03,no
17387,1999,96316.39,no
14684,2004,89631.29,yes
21097,2014,97767.6,no
7885,2013,95552.0,yes
9738,1999,9084.12,yes
22367,2014,112841.11,yes
11025,2004,81374.94,no
9603,2009,71671.05,yes
13143,2010,69201.74,no
7613,1998,72864.39,yes
7997,2001,46902.98,yes
18246,2009,35809.61,yes
13024,2004,77700.33,no
8937,2013,64437.55,yes
25880,1998,71309.44,no
19752,2000,79294.64,no
11874,1999,29285.31,yes
9196,2005,63724.42,yes
10237,2014,107547.97,no
16824,2006,86381.88,no
11782,2001,108984.49,no
11550,2005,89229.6,yes
9356,2009,62779.99,yes
23332,1999,83348.59,no
15574,2010,68721.61,no
20848,2002,72246.83,no
16104,2013,107648.61,yes
8443,2000,54278.04,yes
9060,2011,58968.87,yes
9380,2002,65021.95,no
18001,2003,111149.45,no
14489,1998,34023.05,yes
11289,2006,37932.18,yes
9717,2005,99827.31,no
11410,2003,28901.43,yes
11853,2004,42597.5,no
13295,2009,84120.36,yes
13085,2001,49526.74,yes
26578,2005,96015.13,no
9201,2002,55817.05,yes
9102,2003,86352.91,no
17610,2017,44670.26,yes
8476,2004,64545.44,yes
16610,1999,57232.71,yes
15510,2000,43177.36,yes
20871,2008,59405.04,yes
6658,2003,35951.0,yes
11529,2002,74724.82,yes
19029,2005,54613.42,yes
22074,2014,54162.22,yes
7788,2000,96429.5,no
13360,2010,88055.06,yes
17125,2001,87077.74,no
20392,1998,80732.81,no
11449,2003,67320.5,no
18917,2011,57743.47,no
12353,2007,55158.8,yes
10665,1999,91931.16,no
18773,2006,40083.88,no
14278,2000,54949.13,no
12434,2003,101259.19,no
12124,2002,60845.01,yes
14093,2006,115081.43,yes
25672,2004,92123.27,yes
7513,2011,111496.75,yes
16953,2004,51859.29,no
17027,2001,32166.62,yes
13725,2015,37671.0,yes
16441,2005,95567.34,yes
7271,2003,93361.87,no
21030,2004,72696.43,no
11882,2002,36848.33,yes
10385,2004,88822.66,yes
15751,2013,92513.58,no
11340,2008,92782.08,no
8273,2010,44941.21,yes
12867,2003,55983.78,yes
13712,2006,47905.39,yes
13298,2006,90990.29,no
11061,2001,35162.73,yes
9272,2006,66667.18,yes
8877,1999,98576.72,no
24214,1999,69811.86,no
9855,1999,28341.7,yes
13645,2001,6134.97,yes
14293,2005,97347.65,no
11695,1998,9071.27,yes
15372,2006,62085.22,no
10738,2006,41929.93,no
14325,2001,85100.06,no
17528,2001,36718.62,yes
26422,2006,42196.89,yes
24476,2010,51270.14,yes
14077,2006,111354.28,no
18837,2000,39167.2,yes
12567,2008,44247.28,yes
12569,2011,38643.52,yes
14390,2015,50596.28,yes
9363,2009,111509.12,no
8800,2011,78673.03,yes
27720,2001,89104.33,no
11833,2006,71454.32,yes
8825,2009,51288.9,yes
24271,2007,41163.58,no
8329,2007,62907.82,yes
9711,2001,113395.48,yes
7953,2006,40662.57,no
13825,2004,58957.62,no
12105,1998,64766.54,no
11875,1998,99962.3,no
12703,2012,88129.31,yes
16552,2002,13341.35,yes
8163,2003,35079.19,yes
6573,2006,67692.88,no
20551,2008,30890.52,yes
7672,2001,34597.11,yes
8735,2013,50698.87,yes
8068,2003,82866.82,no
11425,2003,63921.95,no
23786,1998,93719.89,no
9104,2009,68031.14,yes
21425,2013,69851.15,no
21205,2012,34824.58,yes
13406,2013,76754.81,yes
10201,2003,41608.08,yes
7162,2009,32790.04,yes
11510,2010,30987.89,yes
16595,1999,51915.26,yes
8807,2004,51056.03,yes
8901,2006,63863.2,no
8879,2009,60849.49,no
22889,1998,79575.2,no
17505,2003,78503.93,no
10472,2003,71494.31,no
16878,2012,85709.39,no
12625,2000,110745.54,yes
13732,2001,60193.53,yes
8994,1999,24764.66,yes
15939,2008,61549.3,no
13254,1998,86737.29,yes
7951,2012,56417.18,yes
14069,2002,57527.84,yes
10948,2008,59115.6,no
9719,2000,50118.23,yes
6286,2002,50002.6,yes
8135,2014,80587.74,yes
18377,2016,99232.86,no
8582,2000,89508.16,yes
5463,2013,46132.21,yes
12989,2007,59552.1,yes
14278,2010,46344.26,yes
15917,2004,57949.7,no
13019,2002,40433.14,yes
6047,1998,107124.35,no
21985,1998,62553.69,no
16465,2000,86019.19,no
7880,1999,32663.78,yes
10317,2014,108003.72,yes
19742,2002,25041.06,yes
16053,2005,76902.85,no
11479,2010,90240.89,no
9023,1999,18460.81,yes
8563,2000,24582.56,yes
11446,2007,53881.91,yes
25187,2015,97946.82,no
17049,2001,23663.82,yes
16600,1998,48572.85,yes
18474,2002,68326.64,yes
11313,2003,24245.86,yes
18610,1999,95256.05,no
18620,2014,100331.82,yes
12176,2003,83628.45,no
15507,2001,107604.18,yes
9658,2002,29294.59,yes
9277,2009,54340.25,no
20626,2000,33742.51,yes
11699,2010,75019.27,yes
16681,1998,96064.11,no
17467,2008,106278.8,yes
20510,2002,108581.09,yes
10219,2010,67051.88,yes
10590,2006,112239.92,yes
14800,2000,44323.82,no
9742,2002,41056.8,no
8936,2002,64745.77,no
20799,2005,96372.15,no
17560,2000,4618.21,yes
12729,2013,59496.82,yes
12237,2002,74391.53,yes
18821,2000,27339.12,yes
11155,2000,106511.87,yes
14158,2007,51025.9,yes
23249,2002,75499.65,no
15166,2005,89662.34,no
9994,2004,52533.49,yes
13227,1999,65816.92,yes
11525,2008,69942.0,no
12283,2004,73555.59,no
11644,2004,69626.78,no
13451,2007,104402.76,yes
12352,2010,88652.2,yes
14683,1999,20496.4,yes
17216,1998,56012.87,yes
29884,2001,96987.25,no
10599,2000,61055.04,no
9061,2006,98384.97,no
11124,2007,76632.94,no
12660,2003,82110.41,no
18923,1998,11907.67,yes
20271,2012,107343.23,yes
16396,1998,65244.35,no
11877,1998,60854.44,no
15381,2008,66741.6,yes
13734,2006,80490.45,yes
13095,2001,67618.65,no
10052,2006,63424.14,no
7299,2016,47434.76,yes
16184,2008,90854.98,no
11617,2001,78837.56,no
11834,2006,85810.89,yes
18448,2007,52448.98,yes
21021,2002,85744.0,no
12323,2003,71350.12,yes
12821,1999,35813.68,yes
20497,2000,87378.83,yes
19288,2003,103641.53,yes
10903,1999,89262.79,yes
9652,1998,49066.22,yes
12824,2006,113468.26,yes
12819,1999,54275.45,yes
9054,2001,87402.95,no
8753,2001,40508.44,no
18444,2012,55063.6,yes
10796,2005,84739.61,no
23353,2009,103203.65,no
10528,2002,27527.11,yes
9320,2010,71597.47,yes
18108,1998,107053.83,no
10692,2007,54612.71,yes
10825,1999,84758.99,yes
13356,1998,51061.64,yes
11951,2002,55589.86,no
18116,2006,32086.46,yes
13158,2006,43188.52,yes
23954,2005,44166.38,yes
9364,2006,68945.03,no
18593,2006,88732.29,no
7458,2001,98153.8,yes
14299,2004,18932.03,yes
18097,1999,31198.65,yes
16525,2008,31013.71,yes
16653,2005,43151.44,yes
14218,2000,68854.43,yes
16464,2002,60473.55,no
8735,2004,88391.36,no
17515,1998,45820.43,yes
9792,2001,74644.15,no
13429,1999,22267.05,yes
12398,2015,91645.11,no
16673,2002,69730.08,no
19870,2003,36566.06,yes
9236,2004,86475.13,yes
17171,2006,38923.94,yes
19636,2008,61159.19,no
17867,1999,15499.94,yes
14037,1999,46689.24,yes
13891,2006,111189.03,no
19749,1999,24808.48,yes
12109,2004,47115.23,yes
7156,2006,54373.75,yes
13931,2002,67224.08,yes
11612,1998,10760.89,yes
8604,1999,45128.45,yes
9110,2000,56532.39,yes
10954,1999,74098.81,yes
12643,2004,34884.44,yes
20181,2003,18180.4,yes
9996,1999,53613.79,yes
13007,1998,32083.23,yes
13902,2008,85607.69,no
10645,2004,104512.77,yes
9842,2011,101737.01,yes
11880,2002,66708.15,no
23685,2002,69052.43,no
11975,2000,50522.28,yes
13232,2003,75285.65,yes
11805,1999,86452.0,no
8983,2001,109048.67,yes
18729,2004,46632.23,yes
18068,2001,103419.98,yes
6388,2007,45038.34,no
19852,1999,74615.84,no
16852,2004,48048.31,yes
17152,2003,100792.51,yes
6095,2000,59307.23,yes
22258,2006,43579.84,no
11041,2000,60308.7,yes
13796,2001,80407.91,no
25342,1999,35561.36,yes
22190,1999,22508.9,yes
13413,2001,97648.67,no
16407,2008,104771.28,no
15424,2006,45543.74,yes
9983,1999,10486.43,yes
20976,2007,69329.34,no
10194,2000,90461.26,no
19257,2011,100461.6,no
17142,2000,88544.3,no
22909,2014,76549.8,no
15478,2002,63723.93,no
7796,2005,46414.46,yes
20337,1998,61057.25,no
10541,2007,81908.42,no
27366,1998,46926.38,yes
13025,1999,85963.89,no
14587,2001,41954.56,yes
17779,2000,42841.64,yes
12573,2001,89868.62,yes
14668,2008,83725.52,no
8198,2012,114700.83,yes
16413,2004,35977.75,yes
7647,2000,63916.71,yes
21564,2004,106752.67,yes
8043,2012,84010.74,no
13400,2006,34972.4,yes
13289,2001,23156.6,yes
16826,2006,67792.79,no
15830,1998,74772.72,no
19230,2012,89511.44,no
14572,2011,116481.55,yes
10180,2008,47176.41,yes
19132,2002,61736.23,no
20538,2007,62838.9,no
16324,2003,56234.6,yes
14292,2010,52942.7,yes
12441,2004,43996.32,yes
6228,1999,48997.02,yes
11122,2003,29935.4,yes
8855,1999,16621.95,yes
8619,2007,65195.62,no
12683,2012,105517.3,yes
17615,2000,88560.38,no
13350,1999,109206.53,yes
5712,2003,103734.09,yes
19841,2000,46677.85,no
16036,2007,24255.39,yes
17386,2004,92720.28,no
15801,2009,76489.75,no
14138,2012,70695.04,no
15121,2013,68480.58,no
11095,1998,34272.72,yes
8667,2010,90516.27,no
9577,2007,46159.86,yes
28711,1998,38585.76,yes
14366,1998,87169.41,no
11781,1999,39759.47,yes
9166,2009,85480.98,yes
10114,2000,28144.77,yes
8532,2007,107974.23,yes
12883,2005,50053.7,yes
14620,2004,28968.07,yes
17595,2006,53612.69,yes
11732,2001,23943.61,yes
8721,2002,77319.44,no
5969,2001,98401.11,no
12391,2011,101794.42,yes
15157,1999,30415.94,yes
15936,2003,82835.54,no
12051,1999,19067.67,yes
18771,1998,38933.71,yes
17794,2007,97813.52,yes
12906,2007,43145.52,yes
24927,2000,51754.81,no
9197,2004,64113.73,yes
10334,2005,85308.87,no
19243,2006,89157.36,no
13676,2012,77837.98,no
18633,2014,54826.14,yes
16776,2008,91409.3,no
11999,1998,100259.07,yes
22576,2005,93186.61,no
10776,2013,102477.99,yes
9793,2000,40152.67,yes
24148,2007,92393.39,no
16137,2015,49053.77,yes
11520,2003,80041.17,no
14436,1999,76805.25,no
13198,2009,38713.98,yes
23950,2003,11136.46,yes
11260,1998,26900.25,yes
27670,2003,102691.94,yes
8973,2003,90032.75,no
21926,2001,37021.58,yes
12153,2012,36368.45,yes
9379,2005,96534.04,no
16342,2012,111564.83,yes
24300,2000,84625.76,no
6733,2004,33125.82,yes
11396,2015,63492.06,yes
9054,2003,58709.98,yes
11553,2002,71291.38,yes
12295,1998,41709.63,no
11916,2006,92688.46,yes
13194,2001,89753.83,no
13345,2011,51128.62,yes
10701,2001,78976.26,yes
10453,2009,107740.4,yes
15754,2004,92643.42,no
7180,2004,101300.26,yes
10642,2004,78323.94,no
22311,2004,81619.54,no
7008,2006,86424.19,no
14497,2010,65849.03,no
10595,2003,113696.35,yes
11954,2002,16846.42,yes
15828,2001,51261.52,yes
13495,2006,45082.46,yes
8599,2003,39731.25,yes
7945,1999,44956.66,yes
11271,2004,89201.6,no
18551,2005,98574.61,no
23735,2007,81085.12,no
8031,2006,75568.11,no
16143,2008,63474.78,no
8923,1999,53676.33,yes
9712,2004,50001.65,yes
10333,2004,29000.26,yes
7667,2008,81267.94,no
12035,2008,93760.72,yes
12900,2008,98254.31,yes
16912,2000,98080.45,no
16761,2006,52874.38,no
18839,2005,56571.12,yes
8301,2005,31123.28,yes
10299,2006,38900.88,yes
13255,1999,22697.31,yes
19504,1999,81282.86,no
10477,2001,35027.23,yes
6357,2013,49926.2,yes
23452,1999,6328.16,yes
14992,2006,65595.32,no
7187,2008,30902.98,yes
9484,1999,52751.46,no
15325,2010,89543.75,no
20001,1998,86836.53,no
19340,2002,77442.9,no
9648,2001,47053.89,yes
18716,2008,71913.63,no
13852,2011,43214.75,yes
7217,1998,36522.26,yes
11398,2003,35267.69,yes
22867,2002,62521.72,no
20152,2009,92953.93,no
22065,2002,72125.11,no
18626,2007,67635.49,no
17866,2011,108868.07,yes
10321,2009,57875.07,yes
12284,2005,73783.74,no
13622,2006,60079.33,no
10569,2007,79712.11,yes
9822,2005,85050.25,no
16437,2012,75653.63,no
17213,2000,113662.56,no
9528,1998,88911.0,yes
18495,2007,93977.48,no
20675,2002,98801.36,no
10228,2006,30933.89,yes
9895,1999,78066.34,no
24006,2007,59906.88,yes
10536,2000,62361.2,no
9315,2002,76713.55,no
13992,1998,94452.47,no
12647,2006,36371.45,yes
20621,2011,85020.98,no
19793,1998,51608.14,yes
12515,2008,61521.62,yes
17590,2001,26627.12,yes
28880,2004,70520.93,no
10733,2014,46650.77,yes
21732,2003,86727.38,no
8086,2000,90840.15,yes
23159,2008,76551.54,no
16640,2007,74549.18,no
6994,2002,100716.85,no
20032,2002,23301.53,yes
6807,2006,60180.35,no
12930,2007,19346.96,yes
11869,2000,19636.42,yes
7360,2007,89632.24,no
12380,2011,104662.27,yes
10277,2002,62351.38,yes
7696,2013,97929.91,no
7925,2000,58290.66,yes
20377,2013,38546.2,yes
12946,2002,70641.02,yes
20183,2003,61244.1,no
10201,2000,32246.68,yes
17688,2009,30752.2,yes
12689,2014,38156.65,yes
9122,2005,42121.53,yes
14855,2004,41018.91,yes
10616,2011,34335.38,yes
10248,2002,87755.58,no
15766,2006,70330.49,no
9432,2013,45419.71,yes
9528,2007,39437.61,yes
14057,1999,91128.37,no
22950,2001,89756.59,no
12960,1998,41426.11,yes
9462,2008,97281.91,yes
17337,2000,57760.91,yes
10904,2004,30551.07,yes
18070,1999,61278.4,no
13272,2011,76491.69,yes
15101,2015,92790.02,no
13989,2000,35505.92,yes
10353,1998,41967.13,yes
26497,2008,65197.51,no
7899,2008,54203.34,yes
14734,2003,47802.61,yes
15939,2002,42454.28,yes
13462,2011,29815.96,yes
14926,2007,56689.71,no
15902,2008,28841.19,yes
16791,2004,77624.3,no
14357,2005,78166.42,yes
11107,2000,8510.75,yes
10461,2001,72458.8,no
14378,2004,38755.39,yes
7986,2003,89598.67,yes
9796,2006,45034.5,yes
12618,2016,110770.93,no
10519,2013,69432.38,no
14575,2005,61257.89,no
10759,2000,92084.2,no
11288,1998,91994.78,yes
11608,1998,35527.6,yes
11940,2002,35923.73,yes
14247,2009,76536.87,yes
14118,2002,62952.55,yes
19960,2002,71870.29,no
15039,2001,32239.07,yes
12226,2000,76327.8,no
8062,2008,55399.23,yes
11318,2008,104235.13,yes
17596,2003,54581.33,yes
12543,2002,75019.46,no
15625,2003,85949.61,no
8397,2006,42186.37,yes
11079,2004,76551.32,no
23242,2004,75186.48,no
10103,2000,93402.97,no
10059,1998,66059.65,no
9636,2008,107867.46,no
12087,2013,64310.36,no
14469,1998,89792.69,no
14710,2010,35536.78,yes
15431,2000,29891.08,yes
6615,1999,22929.28,yes
10907,2006,76632.79,no
11519,2005,57133.2,yes
13154,1999,62042.48,yes
18639,2005,77237.23,no
18384,1999,39116.82,yes
11536,2002,18549.25,yes
15934,2000,43348.77,yes
14216,2007,72149.13,no
24241,2003,96437.18,no
16677,2004,86267.24,no
12797,2002,35785.45,yes
17204,2008,39265.48,yes
18366,2007,102316.62,yes
16969,2003,71261.65,no
13956,2005,69013.7,yes
12103,2000,31212.02,yes
11842,2012,101026.55,no
7591,2003,72880.23,yes
8820,2009,106292.76,no
7562,2000,67692.65,yes
12557,1998,34993.88,yes
14276,2001,11627.5,yes
9205,1998,106275.82,yes
16427,2001,106590.98,no
18920,2016,102929.47,no
11756,2013,47844.01,yes
9888,2000,88566.31,no
9994,2014,48608.58,no
16791,2003,49186.56,yes
10758,1998,84518.74,no
22173,1999,77527.54,no
10716,2007,31479.94,yes
13416,2011,105945.01,no
3876,2004,41407.0,no
17149,2009,60163.52,no
13738,2005,59327.55,yes
30074,2000,99599.87,no
11622,2002,29028.7,yes
6619,1998,32650.28,yes
18341,2004,83562.91,no
18594,2012,44494.24,yes
13305,1998,49773.3,no
13549,2001,45464.93,yes
12311,2007,76391.29,yes
22256,2008,28025.78,yes
14063,1999,46395.69,yes
24746,2013,92784.74,no
17405,1998,37963.4,yes
17681,2004,84682.49,no
11625,2000,56382.03,no
19452,1998,25187.74,yes
12061,2000,23711.93,yes
17777,1998,28406.22,yes
9488,2003,39049.68,yes
7528,2010,48010.56,no
9526,2006,54304.01,yes
19278,2012,81747.69,no
19798,2010,74647.78,no
10412,1998,73267.71,no
6874,2002,72137.1,yes
18919,2002,52436.45,yes
17062,2007,65083.74,no
11728,1999,101234.54,yes
22824,2000,75198.84,no
10940,2001,66987.49,no
15856,2014,101602.21,yes
13674,2011,117082.71,yes
7059,2001,79364.6,no
20135,2006,85775.65,no
11825,1998,76326.47,yes
10849,2007,118225.56,yes
11040,2002,60032.52,yes
14256,2004,69106.79,no
13444,1998,19421.32,yes
12895,2000,34260.63,yes
10291,2002,15596.14,yes
13819,2002,30877.5,yes
13835,2009,41163.34,yes
13083,2013,91252.46,yes
14648,2000,31260.49,yes
16137,2003,89656.68,no
16953,2003,101274.29,no
14384,2012,40874.42,no
6227,2005,84736.32,no
18840,2007,56030.11,no
13301,2005,73977.06,yes
14935,2009,107414.65,yes
14410,2001,90979.56,yes
7044,1998,79012.54,yes
13761,2007,33624.56,yes
19431,2000,80042.69,no
14680,2001,91863.15,no
21478,2007,100193.51,yes
15101,2006,44382.16,yes
13583,2005,107464.79,yes
11661,2005,89934.9,no
13766,1998,112234.62,yes
18670,2003,19057.62,yes
10809,2002,41603.36,yes
14516,2009,49421.8,yes
20982,2001,23647.93,yes
19370,1999,61100.15,no
8317,2006,78906.58,no
17024,2009,35736.55,yes
12201,2002,66442.74,yes
20246,2001,47063.92,yes
22683,1999,4508.13,yes
7640,2010,98973.22,no
15041,1999,30412.59,yes
13126,1999,70286.29,no
14319,2004,76349.54,no
9268,2003,93011.77,yes
8919,2012,52856.1,yes
5100,2014,36833.85,yes
9267,2001,19826.98,yes
12825,2008,42999.56,yes
16194,2004,95005.12,yes
11396,2001,52065.91,yes
11771,2003,97856.09,no
12914,1999,11390.07,yes
12150,1998,97445.61,no
24579,2001,21369.3,yes
18080,2000,10976.19,yes
10269,2004,54418.1,no
17318,2007,99999.08,no
11888,2000,99317.31,no
15281,2005,106655.93,yes
20474,2000,42615.89,no
7799,1998,71655.57,no
13509,2000,32681.55,yes
10813,2005,41958.92,no
17773,2001,83090.53,no
12666,2003,99907.64,no
15609,2015,95571.21,no
16418,1998,63667.43,no
12637,2004,80837.54,no
15762,2008,38504.93,yes
14198,1999,26946.66,yes
10877,1998,94899.88,yes
18368,2001,39531.06,yes
13202,2011,63733.92,no
12471,1998,16948.77,yes
10508,2006,71077.02,no
17337,2003,111256.45,yes
9876,2001,66531.56,yes
12257,2010,69443.55,no
12950,2010,103390.62,yes
15466,1999,53216.6,yes
14724,1998,90046.41,no
18755,2000,75577.05,no
10344,1999,69533.64,yes
12170,2009,60431.74,yes
8034,1998,88875.3,no
18901,1998,14487.83,yes
11330,1999,15630.26,yes
12091,1999,98018.33,no
13606,2000,47842.34,yes
10767,2006,39098.15,yes
15056,2012,48568.52,yes
14595,1999,19790.72,yes
15858,1999,67991.41,no
21721,2013,66021.62,no
15720,2009,39184.57,yes
9579,2008,39360.29,yes
10570,2007,66721.03,no
16400,1999,53177.6,yes
13609,2014,80224.28,no
5562,2002,76621.51,yes
8186,1998,86185.08,no
12184,1998,13511.07,yes
16347,2008,76476.75,no
9548,2013,78335.47,no
19462,2006,48025.37,yes
12346,2006,71351.25,no
10397,2003,34622.48,yes
10047,2000,61584.05,no
7537,2009,100177.13,yes
18700,2000,71528.69,no
12763,2004,28641.36,yes
6511,1999,89415.24,yes
5883,2000,32509.42,yes
13677,1999,41144.65,no
16939,1998,26475.65,yes
16893,2004,54677.2,no
10978,2006,45019.34,no
12124,2004,53743.66,yes
13601,2013,92779.73,no
14282,2011,59081.19,yes
22894,1999,27146.97,yes
25904,1998,74288.47,no
9179,2000,25026.99,yes
12378,2008,101941.82,yes
8649,2001,62482.94,no
17059,2005,84203.37,no
12465,1999,8403.91,yes
15713,2005,45228.4,yes
8474,1998,76985.74,no
10017,2004,103902.65,yes
8653,1999,21462.43,yes
21212,2010,29603.86,yes
27585,2016,107524.92,yes
13222,2011,64453.67,yes
16279,2002,57971.23,no
12364,1999,54269.27,yes
20728,2005,75167.4,no
16747,2000,111501.69,yes
15486,1998,67758.86,no
20380,2010,87464.22,no
26882,2003,87782.92,no
11882,2008,55939.71,yes
12587,2001,99715.25,no
8556,1998,73929.28,no
